 t	x0	y0	z0	n
2.304609218436873608e+00	2.235904160479955105e-01	-6.517515894461551884e-01	7.247255973855858402e-01	0.000000000000000000e+00
2.314629258517034049e+00	2.155245837375443785e-01	-6.543782303722893712e-01	7.248022388345590761e-01	0.000000000000000000e+00
2.324649298597194491e+00	2.074274592130442574e-01	-6.569052126713876838e-01	7.248788800410589372e-01	0.000000000000000000e+00
2.334669338677354489e+00	1.993002721524257392e-01	-6.593321576376841575e-01	7.249555209975332426e-01	0.000000000000000000e+00
2.344689378757514930e+00	1.911442568941018327e-01	-6.616587017203110488e-01	7.250321616964273685e-01	0.000000000000000000e+00
2.354709418837675372e+00	1.829606522503996469e-01	-6.638844965816265153e-01	7.251088021301828057e-01	0.000000000000000000e+00
2.364729458917835370e+00	1.747507013202509174e-01	-6.660092091532521241e-01	7.251854422912391573e-01	0.000000000000000000e+00
2.374749498997995811e+00	1.665156513011679662e-01	-6.680325216898019836e-01	7.252620821720325850e-01	0.000000000000000000e+00
2.384769539078156253e+00	1.582567533005347638e-01	-6.699541318203020568e-01	7.253387217649966967e-01	0.000000000000000000e+00
2.394789579158316695e+00	1.499752621462406843e-01	-6.717737525972858892e-01	7.254153610625618809e-01	0.000000000000000000e+00
2.404809619238476692e+00	1.416724361966861245e-01	-6.734911125435606438e-01	7.254920000571560834e-01	0.000000000000000000e+00
2.414829659318637134e+00	1.333495371501879356e-01	-6.751059556966345632e-01	7.255686387412044747e-01	0.000000000000000000e+00
2.424849699398797576e+00	1.250078298538138122e-01	-6.766180416507960871e-01	7.256452771071286723e-01	0.000000000000000000e+00
2.434869739478958017e+00	1.166485821116748367e-01	-6.780271455968420735e-01	7.257219151473480734e-01	0.000000000000000000e+00
2.444889779559118015e+00	1.082730644927045044e-01	-6.793330583594420213e-01	7.257985528542790776e-01	0.000000000000000000e+00
2.454909819639278457e+00	9.988255013795364901e-02	-6.805355864321361858e-01	7.258751902203349760e-01	0.000000000000000000e+00
2.464929859719438898e+00	9.147831456743048262e-02	-6.816345520099589272e-01	7.259518272379268389e-01	0.000000000000000000e+00
2.474949899799598896e+00	8.306163548651458728e-02	-6.826297930196810748e-01	7.260284638994622952e-01	0.000000000000000000e+00
2.484969939879759337e+00	7.463379259197476523e-02	-6.835211631476671990e-01	7.261051001973463093e-01	0.000000000000000000e+00
2.494989979959919779e+00	6.619606737761971060e-02	-6.843085318653410187e-01	7.261817361239811808e-01	0.000000000000000000e+00
2.505010020040080221e+00	5.774974293961099986e-02	-6.849917844522545041e-01	7.262583716717659899e-01	0.000000000000000000e+00
2.515030060120240218e+00	4.929610378146825900e-02	-6.855708220167563427e-01	7.263350068330974851e-01	0.000000000000000000e+00
2.525050100200400660e+00	4.083643561879568562e-02	-6.860455615142543317e-01	7.264116416003693066e-01	0.000000000000000000e+00
2.535070140280561102e+00	3.237202518375993654e-02	-6.864159357630701397e-01	7.264882759659722078e-01	0.000000000000000000e+00
2.545090180360721543e+00	2.390416002934891287e-02	-6.866818934578801104e-01	7.265649099222946106e-01	0.000000000000000000e+00
2.555110220440881541e+00	1.543412833344123651e-02	-6.868433991807408878e-01	7.266415434617212732e-01	0.000000000000000000e+00
2.565130260521041983e+00	6.963218702716347103e-03	-6.869004334096968645e-01	7.267181765766347334e-01	0.000000000000000000e+00
2.575150300601202424e+00	-1.507280023565106628e-03	-6.868529925249664547e-01	7.267948092594146425e-01	0.000000000000000000e+00
2.585170340681362422e+00	-9.976078969880539798e-03	-6.867010888127050849e-01	7.268714415024377651e-01	0.000000000000000000e+00
2.595190380761522864e+00	-1.844188942083450564e-02	-6.864447504663442334e-01	7.269480732980780902e-01	0.000000000000000000e+00
2.605210420841683305e+00	-2.690342301758759033e-02	-6.860840215855036339e-01	7.270247046387068313e-01	0.000000000000000000e+00
2.615230460921843747e+00	-3.535939195429516069e-02	-6.856189621724775307e-01	7.271013355166923153e-01	0.000000000000000000e+00
2.625250501002003745e+00	-4.380850917452600024e-02	-6.850496481262928761e-01	7.271779659243999827e-01	0.000000000000000000e+00
2.635270541082164186e+00	-5.224948856763073773e-02	-6.843761712343406911e-01	7.272545958541927202e-01	0.000000000000000000e+00
2.645290581162324628e+00	-6.068104516503015911e-02	-6.835986391615792579e-01	7.273312252984306392e-01	0.000000000000000000e+00
2.655310621242485070e+00	-6.910189533639322923e-02	-6.827171754373101420e-01	7.274078542494706312e-01	0.000000000000000000e+00
2.665330661322645067e+00	-7.751075698567501393e-02	-6.817319194395293769e-01	7.274844826996674785e-01	0.000000000000000000e+00
2.675350701402805509e+00	-8.590634974698414805e-02	-6.806430263768530331e-01	7.275611106413722995e-01	0.000000000000000000e+00
2.685370741482965951e+00	-9.428739518025033850e-02	-6.794506672680209469e-01	7.276377380669344364e-01	0.000000000000000000e+00
2.695390781563125948e+00	-1.026526169666612115e-01	-6.781550289189769432e-01	7.277143649686994564e-01	0.000000000000000000e+00
2.705410821643286390e+00	-1.110007411038392983e-01	-6.767563138975345449e-01	7.277909913390108176e-01	0.000000000000000000e+00
2.715430861723446831e+00	-1.193304961007285447e-01	-6.752547405056228413e-01	7.278676171702089803e-01	0.000000000000000000e+00
2.725450901803607273e+00	-1.276406131721607440e-01	-6.736505427491223941e-01	7.279442424546317403e-01	0.000000000000000000e+00
2.735470941883767271e+00	-1.359298264330719153e-01	-6.719439703052909607e-01	7.280208671846138957e-01	0.000000000000000000e+00
2.745490981963927712e+00	-1.441968730923389175e-01	-6.701352884877844751e-01	7.280974913524876913e-01	0.000000000000000000e+00
2.755511022044088154e+00	-1.524404936462060434e-01	-6.682247782092766153e-01	7.281741149505824851e-01	0.000000000000000000e+00
2.765531062124248596e+00	-1.606594320712723956e-01	-6.662127359416828432e-01	7.282507379712249707e-01	0.000000000000000000e+00
2.775551102204408593e+00	-1.688524360170097771e-01	-6.640994736739924686e-01	7.283273604067391771e-01	0.000000000000000000e+00
2.785571142284569035e+00	-1.770182569977817588e-01	-6.618853188677146226e-01	7.284039822494455807e-01	0.000000000000000000e+00
2.795591182364729477e+00	-1.851556505843344747e-01	-6.595706144099460211e-01	7.284806034916635475e-01	0.000000000000000000e+00
2.805611222444889474e+00	-1.932633765947286419e-01	-6.571557185640608534e-01	7.285572241257077808e-01	0.000000000000000000e+00
2.815631262525049916e+00	-2.013401992846849120e-01	-6.546410049180376722e-01	7.286338441438916513e-01	0.000000000000000000e+00
2.825651302605210358e+00	-2.093848875373115204e-01	-6.520268623304221745e-01	7.287104635385251994e-01	0.000000000000000000e+00
2.835671342685370799e+00	-2.173962150521860370e-01	-6.493136948739374192e-01	7.287870823019155786e-01	0.000000000000000000e+00
2.845691382765530797e+00	-2.253729605337614073e-01	-6.465019217767492554e-01	7.288637004263675001e-01	0.000000000000000000e+00
2.855711422845691239e+00	-2.333139078790673338e-01	-6.435919773613920647e-01	7.289403179041830105e-01	0.000000000000000000e+00
2.865731462925851680e+00	-2.412178463646778848e-01	-6.405843109813661451e-01	7.290169347276611589e-01	0.000000000000000000e+00
2.875751503006012122e+00	-2.490835708329161846e-01	-6.374793869554130632e-01	7.290935508890983296e-01	0.000000000000000000e+00
2.885771543086172120e+00	-2.569098818772678205e-01	-6.342776844994798546e-01	7.291701663807882428e-01	0.000000000000000000e+00
2.895791583166332561e+00	-2.646955860269734617e-01	-6.309796976563801785e-01	7.292467811950220646e-01	0.000000000000000000e+00
2.905811623246493003e+00	-2.724394959307724906e-01	-6.275859352231624166e-01	7.293233953240875200e-01	0.000000000000000000e+00
2.915831663326653000e+00	-2.801404305397694472e-01	-6.240969206761959320e-01	7.294000087602703353e-01	0.000000000000000000e+00
2.925851703406813442e+00	-2.877972152893938929e-01	-6.205131920939840340e-01	7.294766214958535722e-01	0.000000000000000000e+00
2.935871743486973884e+00	-2.954086822804258827e-01	-6.168353020777156415e-01	7.295532335231169618e-01	0.000000000000000000e+00
2.945891783567134325e+00	-3.029736704590598739e-01	-6.130638176695677455e-01	7.296298448343381260e-01	0.000000000000000000e+00
2.955911823647294323e+00	-3.104910257959764275e-01	-6.091993202687668862e-01	7.297064554217913557e-01	0.000000000000000000e+00
2.965931863727454765e+00	-3.179596014643973345e-01	-6.052424055454265206e-01	7.297830652777488325e-01	0.000000000000000000e+00
2.975951903807615206e+00	-3.253782580170927474e-01	-6.011936833521673851e-01	7.298596743944798515e-01	0.000000000000000000e+00
2.985971943887775648e+00	-3.327458635623156136e-01	-5.970537776335366198e-01	7.299362827642505991e-01	0.000000000000000000e+00
2.995991983967935646e+00	-3.400612939386344902e-01	-5.928233263332379765e-01	7.300128903793253743e-01	0.000000000000000000e+00
3.006012024048096087e+00	-3.473234328886369293e-01	-5.885029812991852127e-01	7.300894972319649234e-01	0.000000000000000000e+00
3.016032064128256529e+00	-3.545311722314784530e-01	-5.840934081863945471e-01	7.301661033144278834e-01	0.000000000000000000e+00
3.026052104208416527e+00	-3.616834120342471426e-01	-5.795952863577269465e-01	7.302427086189696714e-01	0.000000000000000000e+00
3.036072144288576968e+00	-3.687790607821200273e-01	-5.750093087824976745e-01	7.303193131378437064e-01	0.000000000000000000e+00
3.046092184368737410e+00	-3.758170355472816859e-01	-5.703361819329653137e-01	7.303959168633000765e-01	0.000000000000000000e+00
3.056112224448897852e+00	-3.827962621565811352e-01	-5.655766256787172486e-01	7.304725197875865383e-01	0.000000000000000000e+00
3.066132264529057849e+00	-3.897156753578993049e-01	-5.607313731789649314e-01	7.305491219029481842e-01	0.000000000000000000e+00
3.076152304609218291e+00	-3.965742189852005106e-01	-5.558011707727659179e-01	7.306257232016273306e-01	0.000000000000000000e+00
3.086172344689378733e+00	-4.033708461222438868e-01	-5.507867778671877712e-01	7.307023236758632967e-01	0.000000000000000000e+00
3.096192384769539174e+00	-4.101045192649268589e-01	-5.456889668234310431e-01	7.307789233178934030e-01	0.000000000000000000e+00
3.106212424849699172e+00	-4.167742104822367843e-01	-5.405085228409270970e-01	7.308555221199518614e-01	0.000000000000000000e+00
3.116232464929859614e+00	-4.233789015757838947e-01	-5.352462438394272048e-01	7.309321200742699975e-01	0.000000000000000000e+00
3.126252505010020055e+00	-4.299175842378926138e-01	-5.299029403391026793e-01	7.310087171730770272e-01	0.000000000000000000e+00
3.136272545090180053e+00	-4.363892602082233285e-01	-5.244794353386695862e-01	7.310853134085995020e-01	0.000000000000000000e+00
3.146292585170340494e+00	-4.427929414289020760e-01	-5.189765641915594641e-01	7.311619087730604205e-01	0.000000000000000000e+00
3.156312625250500936e+00	-4.491276501981336100e-01	-5.133951744801528161e-01	7.312385032586812272e-01	0.000000000000000000e+00
3.166332665330661378e+00	-4.553924193222722017e-01	-5.077361258880931372e-01	7.313150968576801469e-01	0.000000000000000000e+00
3.176352705410821375e+00	-4.615862922663270251e-01	-5.020002900707019045e-01	7.313916895622728509e-01	0.000000000000000000e+00
3.186372745490981817e+00	-4.677083233028779263e-01	-4.961885505235113514e-01	7.314682813646722348e-01	0.000000000000000000e+00
3.196392785571142259e+00	-4.737575776593789811e-01	-4.903018024489375626e-01	7.315448722570888629e-01	0.000000000000000000e+00
3.206412825651302256e+00	-4.797331316638243082e-01	-4.843409526211101546e-01	7.316214622317303018e-01	0.000000000000000000e+00
3.216432865731462698e+00	-4.856340728887557079e-01	-4.783069192488812460e-01	7.316980512808018977e-01	0.000000000000000000e+00
3.226452905811623140e+00	-4.914595002935863710e-01	-4.722006318370319256e-01	7.317746393965056662e-01	0.000000000000000000e+00
3.236472945891783581e+00	-4.972085243652212272e-01	-4.660230310456989766e-01	7.318512265710419573e-01	0.000000000000000000e+00
3.246492985971943579e+00	-5.028802672569476773e-01	-4.597750685480399557e-01	7.319278127966076797e-01	0.000000000000000000e+00
3.256513026052104021e+00	-5.084738629255787234e-01	-4.534577068861604943e-01	7.320043980653975213e-01	0.000000000000000000e+00
3.266533066132264462e+00	-5.139884572668227403e-01	-4.470719193253231416e-01	7.320809823696030616e-01	0.000000000000000000e+00
3.276553106212424904e+00	-5.194232082488616786e-01	-4.406186897064614527e-01	7.321575657014141036e-01	0.000000000000000000e+00
3.286573146292584902e+00	-5.247772860441133336e-01	-4.340990122970183052e-01	7.322341480530171198e-01	0.000000000000000000e+00
3.296593186372745343e+00	-5.300498731591588575e-01	-4.275138916401341471e-01	7.323107294165962511e-01	0.000000000000000000e+00
3.306613226452905785e+00	-5.352401645628128701e-01	-4.208643424022051049e-01	7.323873097843328628e-01	0.000000000000000000e+00
3.316633266533065783e+00	-5.403473678123181800e-01	-4.141513892188349866e-01	7.324638891484058778e-01	0.000000000000000000e+00
3.326653306613226224e+00	-5.453707031776411363e-01	-4.073760665392039404e-01	7.325404675009916655e-01	0.000000000000000000e+00
3.336673346693386666e+00	-5.503094037638508462e-01	-4.005394184688761960e-01	7.326170448342635977e-01	0.000000000000000000e+00
3.346693386773547108e+00	-5.551627156315616096e-01	-3.936424986110723112e-01	7.326936211403930477e-01	0.000000000000000000e+00
3.356713426853707105e+00	-5.599298979154182510e-01	-3.866863699064275184e-01	7.327701964115481692e-01	0.000000000000000000e+00
3.366733466933867547e+00	-5.646102229406056994e-01	-3.796721044712618731e-01	7.328467706398950066e-01	0.000000000000000000e+00
3.376753507014027988e+00	-5.692029763373651630e-01	-3.726007834343857961e-01	7.329233438175967175e-01	0.000000000000000000e+00
3.386773547094188430e+00	-5.737074571534961365e-01	-3.654734967724652117e-01	7.329999159368139061e-01	0.000000000000000000e+00
3.396793587174348428e+00	-5.781229779648286993e-01	-3.582913431439720409e-01	7.330764869897048452e-01	0.000000000000000000e+00
3.406813627254508869e+00	-5.824488649836446763e-01	-3.510554297217434172e-01	7.331530569684248100e-01	0.000000000000000000e+00
3.416833667334669311e+00	-5.866844581650338952e-01	-3.437668720241771059e-01	7.332296258651267440e-01	0.000000000000000000e+00
3.426853707414829309e+00	-5.908291113111655557e-01	-3.364267937450861612e-01	7.333061936719611484e-01	0.000000000000000000e+00
3.436873747494989750e+00	-5.948821921734582796e-01	-3.290363265822402461e-01	7.333827603810755269e-01	0.000000000000000000e+00
3.446893787575150192e+00	-5.988430825526330770e-01	-3.215966100646184822e-01	7.334593259846153845e-01	0.000000000000000000e+00
3.456913827655310634e+00	-6.027111783966312419e-01	-3.141087913784004204e-01	7.335358904747230069e-01	0.000000000000000000e+00
3.466933867735470631e+00	-6.064858898963830791e-01	-3.065740251917214998e-01	7.336124538435385700e-01	0.000000000000000000e+00
3.476953907815631073e+00	-6.101666415794099185e-01	-2.989934734782189185e-01	7.336890160831995855e-01	0.000000000000000000e+00
3.486973947895791515e+00	-6.137528724012447645e-01	-2.913683053393951727e-01	7.337655771858409004e-01	0.000000000000000000e+00
3.496993987975951956e+00	-6.172440358346571454e-01	-2.836996968258260754e-01	7.338421371435950302e-01	0.000000000000000000e+00
3.507014028056111954e+00	-6.206395999566658439e-01	-2.759888307572399557e-01	7.339186959485916040e-01	0.000000000000000000e+00
3.517034068136272396e+00	-6.239390475333275177e-01	-2.682368965414963502e-01	7.339952535929581412e-01	0.000000000000000000e+00
3.527054108216432837e+00	-6.271418761022832244e-01	-2.604450899924899976e-01	7.340718100688188308e-01	0.000000000000000000e+00
3.537074148296592835e+00	-6.302475980530548583e-01	-2.526146131470096146e-01	7.341483653682963073e-01	0.000000000000000000e+00
3.547094188376753277e+00	-6.332557407050712905e-01	-2.447466740805777641e-01	7.342249194835100967e-01	0.000000000000000000e+00
3.557114228456913718e+00	-6.361658463834171107e-01	-2.368424867223009045e-01	7.343014724065771714e-01	0.000000000000000000e+00
3.567134268537074160e+00	-6.389774724922877569e-01	-2.289032706687573471e-01	7.343780241296121725e-01	0.000000000000000000e+00
3.577154308617234157e+00	-6.416901915861401573e-01	-2.209302509969512940e-01	7.344545746447269652e-01	0.000000000000000000e+00
3.587174348697394599e+00	-6.443035914385258911e-01	-2.129246580763617669e-01	7.345311239440310835e-01	0.000000000000000000e+00
3.597194388777555041e+00	-6.468172751085959904e-01	-2.048877273801149868e-01	7.346076720196315080e-01	0.000000000000000000e+00
3.607214428857715482e+00	-6.492308610052665019e-01	-1.968206992953090984e-01	7.346842188636326654e-01	0.000000000000000000e+00
3.617234468937875480e+00	-6.515439829490312640e-01	-1.887248189325196890e-01	7.347607644681360961e-01	0.000000000000000000e+00
3.627254509018035922e+00	-6.537562902314163482e-01	-1.806013359345164659e-01	7.348373088252417862e-01	0.000000000000000000e+00
3.637274549098196363e+00	-6.558674476720592894e-01	-1.724515042842183488e-01	7.349138519270462799e-01	0.000000000000000000e+00
3.647294589178356361e+00	-6.578771356734094411e-01	-1.642765821119184788e-01	7.349903937656441233e-01	0.000000000000000000e+00
3.657314629258516803e+00	-6.597850502730356892e-01	-1.560778315018070406e-01	7.350669343331268646e-01	0.000000000000000000e+00
3.667334669338677244e+00	-6.615909031935349738e-01	-1.478565182978224535e-01	7.351434736215838317e-01	0.000000000000000000e+00
3.677354709418837686e+00	-6.632944218900311828e-01	-1.396139119088602998e-01	7.352200116231020210e-01	0.000000000000000000e+00
3.687374749498997684e+00	-6.648953495952567572e-01	-1.313512851133697701e-01	7.352965483297657645e-01	0.000000000000000000e+00
3.697394789579158125e+00	-6.663934453622089027e-01	-1.230699138633679635e-01	7.353730837336568404e-01	0.000000000000000000e+00
3.707414829659318567e+00	-6.677884841043729702e-01	-1.147710770879017961e-01	7.354496178268545847e-01	0.000000000000000000e+00
3.717434869739479009e+00	-6.690802566335051216e-01	-1.064560564959878830e-01	7.355261506014360018e-01	0.000000000000000000e+00
3.727454909819639006e+00	-6.702685696949670646e-01	-9.812613637906050790e-02	7.356026820494749874e-01	0.000000000000000000e+00
3.737474949899799448e+00	-6.713532460006093050e-01	-8.978260341295851710e-02	7.356792121630438830e-01	0.000000000000000000e+00
3.747494989979959890e+00	-6.723341242591903688e-01	-8.142674645948072554e-02	7.357557409342118104e-01	0.000000000000000000e+00
3.757515030060119887e+00	-6.732110592043345498e-01	-7.305985636754144807e-02	7.358322683550457821e-01	0.000000000000000000e+00
3.767535070140280329e+00	-6.739839216200153027e-01	-6.468322577395589634e-02	7.359087944176102569e-01	0.000000000000000000e+00
3.777555110220440771e+00	-6.746525983635636159e-01	-5.629814890388673554e-02	7.359853191139670292e-01	0.000000000000000000e+00
3.787575150300601212e+00	-6.752169923861955914e-01	-4.790592137098225595e-02	7.360618424361757839e-01	0.000000000000000000e+00
3.797595190380761210e+00	-6.756770227510541238e-01	-3.950783997723705809e-02	7.361383643762933193e-01	0.000000000000000000e+00
3.807615230460921651e+00	-6.760326246487627921e-01	-3.110520251260632738e-02	7.362148849263745465e-01	0.000000000000000000e+00
3.817635270541082093e+00	-6.762837494104853020e-01	-2.269930755440437500e-02	7.362914040784711567e-01	0.000000000000000000e+00
3.827655310621242535e+00	-6.764303645184914782e-01	-1.429145426651869631e-02	7.363679218246330649e-01	0.000000000000000000e+00
3.837675350701402532e+00	-6.764724536142228128e-01	-5.882942198470428839e-03	7.364444381569072995e-01	0.000000000000000000e+00
3.847695390781562974e+00	-6.764100165038584578e-01	2.524928915647580829e-03	7.365209530673384464e-01	0.000000000000000000e+00
3.857715430861723416e+00	-6.762430691613791067e-01	1.093085935832404515e-02	7.365974665479692041e-01	0.000000000000000000e+00
3.867735470941883413e+00	-6.759716437291243274e-01	1.933354962984263140e-02	7.366739785908392735e-01	0.000000000000000000e+00
3.877755511022043855e+00	-6.755957885158467846e-01	2.773170064952430736e-02	7.367504891879858020e-01	0.000000000000000000e+00
3.887775551102204297e+00	-6.751155679922593578e-01	3.612401395696746009e-02	7.368269983314438276e-01	0.000000000000000000e+00
3.897795591182364738e+00	-6.745310627840757078e-01	4.450919191325449636e-02	7.369035060132461679e-01	0.000000000000000000e+00
3.907815631262524736e+00	-6.738423696625432946e-01	5.288593790209372009e-02	7.369800122254225316e-01	0.000000000000000000e+00
3.917835671342685178e+00	-6.730496015324725079e-01	6.125295653086529346e-02	7.370565169600009625e-01	0.000000000000000000e+00
3.927855711422845619e+00	-6.721528874177565838e-01	6.960895383153983818e-02	7.371330202090061734e-01	0.000000000000000000e+00
3.937875751503006061e+00	-6.711523724443919647e-01	7.795263746143878125e-02	7.372095219644614339e-01	0.000000000000000000e+00
3.947895791583166059e+00	-6.700482178209911099e-01	8.628271690380476255e-02	7.372860222183869050e-01	0.000000000000000000e+00
3.957915831663326500e+00	-6.688406008167975259e-01	9.459790366815122586e-02	7.373625209628005273e-01	0.000000000000000000e+00
3.967935871743486942e+00	-6.675297147372015738e-01	1.028969114903598575e-01	7.374390181897180208e-01	0.000000000000000000e+00
3.977955911823646939e+00	-6.661157688967597190e-01	1.111784565324945989e-01	7.375155138911523300e-01	0.000000000000000000e+00
3.987975951903807381e+00	-6.645989885897219951e-01	1.194412575823012718e-01	7.375920080591145123e-01	0.000000000000000000e+00
3.997995991983967823e+00	-6.629796150580694603e-01	1.276840362523614381e-01	7.376685006856126270e-01	0.000000000000000000e+00
4.008016032064127820e+00	-6.612579054570671966e-01	1.359055171788695893e-01	7.377449917626527354e-01	0.000000000000000000e+00
4.018036072144288262e+00	-6.594341328183354056e-01	1.441044282200024951e-01	7.378214812822381230e-01	0.000000000000000000e+00
4.028056112224448704e+00	-6.575085860104452617e-01	1.522795006538499862e-01	7.378979692363702991e-01	0.000000000000000000e+00
4.038076152304609145e+00	-6.554815696970414107e-01	1.604294693758753776e-01	7.379744556170477754e-01	0.000000000000000000e+00
4.048096192384769587e+00	-6.533534042925011054e-01	1.685530730958760826e-01	7.380509404162668430e-01	0.000000000000000000e+00
4.058116232464930029e+00	-6.511244259151317548e-01	1.766490545344120422e-01	7.381274236260216837e-01	0.000000000000000000e+00
4.068136272545089582e+00	-6.487949863379142146e-01	1.847161606186721317e-01	7.382039052383038147e-01	0.000000000000000000e+00
4.078156312625250024e+00	-6.463654529368001445e-01	1.927531426777475687e-01	7.382803852451024218e-01	0.000000000000000000e+00
4.088176352705410466e+00	-6.438362086365686521e-01	2.007587566372817933e-01	7.383568636384045814e-01	0.000000000000000000e+00
4.098196392785570907e+00	-6.412076518542488834e-01	2.087317632134659817e-01	7.384333404101944831e-01	0.000000000000000000e+00
4.108216432865731349e+00	-6.384801964401191077e-01	2.166709281063501080e-01	7.385098155524540964e-01	0.000000000000000000e+00
4.118236472945891791e+00	-6.356542716162880691e-01	2.245750221924390222e-01	7.385862890571633921e-01	0.000000000000000000e+00
4.128256513026052232e+00	-6.327303219128672662e-01	2.324428217165430965e-01	7.386627609162996766e-01	0.000000000000000000e+00
4.138276553106212674e+00	-6.297088071017445943e-01	2.402731084828534647e-01	7.387392311218380359e-01	0.000000000000000000e+00
4.148296593186372228e+00	-6.265902021279671219e-01	2.480646700452118492e-01	7.388156996657512243e-01	0.000000000000000000e+00
4.158316633266532669e+00	-6.233749970387426620e-01	2.558162998965445301e-01	7.388921665400092209e-01	0.000000000000000000e+00
4.168336673346693111e+00	-6.200636969100720153e-01	2.635267976574315330e-01	7.389686317365801171e-01	0.000000000000000000e+00
4.178356713426853553e+00	-6.166568217710195476e-01	2.711949692637801168e-01	7.390450952474295621e-01	0.000000000000000000e+00
4.188376753507013994e+00	-6.131549065256349795e-01	2.788196271535738346e-01	7.391215570645207622e-01	0.000000000000000000e+00
4.198396793587174436e+00	-6.095585008725367127e-01	2.863995904526674963e-01	7.391980171798149257e-01	0.000000000000000000e+00
4.208416833667334878e+00	-6.058681692221682402e-01	2.939336851595982236e-01	7.392744755852702632e-01	0.000000000000000000e+00
4.218436873747494431e+00	-6.020844906117395201e-01	3.014207443293840938e-01	7.393509322728430977e-01	0.000000000000000000e+00
4.228456913827654873e+00	-5.982080586178659676e-01	3.088596082562807821e-01	7.394273872344875320e-01	0.000000000000000000e+00
4.238476953907815314e+00	-5.942394812669169468e-01	3.162491246554672841e-01	7.395038404621550043e-01	0.000000000000000000e+00
4.248496993987975756e+00	-5.901793809430873061e-01	3.235881488436325171e-01	7.395802919477946213e-01	0.000000000000000000e+00
4.258517034068136198e+00	-5.860283942942058344e-01	3.308755439184332126e-01	7.396567416833538244e-01	0.000000000000000000e+00
4.268537074148296639e+00	-5.817871721352924075e-01	3.381101809367955680e-01	7.397331896607769464e-01	0.000000000000000000e+00
4.278557114228457081e+00	-5.774563793498799225e-01	3.452909390920316235e-01	7.398096358720063215e-01	0.000000000000000000e+00
4.288577154308616635e+00	-5.730366947891148977e-01	3.524167058897430538e-01	7.398860803089819527e-01	0.000000000000000000e+00
4.298597194388777076e+00	-5.685288111686506163e-01	3.594863773224835080e-01	7.399625229636414003e-01	0.000000000000000000e+00
4.308617234468937518e+00	-5.639334349633499111e-01	3.664988580431525755e-01	7.400389638279205595e-01	0.000000000000000000e+00
4.318637274549097960e+00	-5.592512862998096912e-01	3.734530615370926232e-01	7.401154028937521057e-01	0.000000000000000000e+00
4.328657314629258401e+00	-5.544830988467269739e-01	3.803479102928626898e-01	7.401918401530668268e-01	0.000000000000000000e+00
4.338677354709418843e+00	-5.496296197031206310e-01	3.871823359716612956e-01	7.402682755977935125e-01	0.000000000000000000e+00
4.348697394789579285e+00	-5.446916092844239499e-01	3.939552795753702430e-01	7.403447092198579549e-01	0.000000000000000000e+00
4.358717434869739726e+00	-5.396698412064688810e-01	4.006656916131951518e-01	7.404211410111847247e-01	0.000000000000000000e+00
4.368737474949899280e+00	-5.345651021673740733e-01	4.073125322668730841e-01	7.404975709636949510e-01	0.000000000000000000e+00
4.378757515030059722e+00	-5.293781918273591236e-01	4.138947715544231687e-01	7.405739990693082087e-01	0.000000000000000000e+00
4.388777555110220163e+00	-5.241099226864992522e-01	4.204113894924130235e-01	7.406504253199414078e-01	0.000000000000000000e+00
4.398797595190380605e+00	-5.187611199604411638e-01	4.268613762567152192e-01	7.407268497075097935e-01	0.000000000000000000e+00
4.408817635270541047e+00	-5.133326214540960830e-01	4.332437323417273611e-01	7.408032722239256129e-01	0.000000000000000000e+00
4.418837675350701488e+00	-5.078252774333315012e-01	4.395574687180319184e-01	7.408796928610990040e-01	0.000000000000000000e+00
4.428857715430861930e+00	-5.022399504946792881e-01	4.458016069884687127e-01	7.409561116109382173e-01	0.000000000000000000e+00
4.438877755511021483e+00	-4.965775154330792085e-01	4.519751795425958063e-01	7.410325284653488387e-01	0.000000000000000000e+00
4.448897795591181925e+00	-4.908388591076796592e-01	4.580772297095147549e-01	7.411089434162346778e-01	0.000000000000000000e+00
4.458917835671342367e+00	-4.850248803057132241e-01	4.641068119090331900e-01	7.411853564554967688e-01	0.000000000000000000e+00
4.468937875751502808e+00	-4.791364896044695287e-01	4.700629918011436925e-01	7.412617675750340362e-01	0.000000000000000000e+00
4.478957915831663250e+00	-4.731746092313855456e-01	4.759448464337923124e-01	7.413381767667435174e-01	0.000000000000000000e+00
4.488977955911823692e+00	-4.671401729222735000e-01	4.817514643889138082e-01	7.414145840225194739e-01	0.000000000000000000e+00
4.498997995991984133e+00	-4.610341257777093582e-01	4.874819459267102917e-01	7.414909893342541691e-01	0.000000000000000000e+00
4.509018036072143687e+00	-4.548574241176023270e-01	4.931354031281499628e-01	7.415673926938378679e-01	0.000000000000000000e+00
4.519038076152304129e+00	-4.486110353339675116e-01	4.987109600356613437e-01	7.416437940931581707e-01	0.000000000000000000e+00
4.529058116232464570e+00	-4.422959377419247717e-01	5.042077527920032498e-01	7.417201935241005684e-01	0.000000000000000000e+00
4.539078156312625012e+00	-4.359131204289455885e-01	5.096249297772855735e-01	7.417965909785488865e-01	0.000000000000000000e+00
4.549098196392785454e+00	-4.294635831023698724e-01	5.149616517441180097e-01	7.418729864483836201e-01	0.000000000000000000e+00
4.559118236472945895e+00	-4.229483359352192440e-01	5.202170919508688485e-01	7.419493799254841537e-01	0.000000000000000000e+00
4.569138276553106337e+00	-4.163683994103253294e-01	5.253904362930068572e-01	7.420257714017267636e-01	0.000000000000000000e+00
