t	x0	y0	z0
6.404269513008672421e-01	1.146396413977520956e-01	-4.004875531248359988e-02	9.925995415161723567e-01
6.504336224149432910e-01	1.135644721317376343e-01	-4.350909665048038194e-02	9.925774877449614619e-01
6.604402935290193399e-01	1.123850076111268387e-01	-4.694091902468348204e-02	9.925553688260244645e-01
6.704469646430953889e-01	1.111019931071722255e-01	-5.034108316569111535e-02	9.925331845703291300e-01
6.804536357571714378e-01	1.097162682681204343e-01	-5.370646891150182567e-02	9.925109347883154243e-01
6.904603068712474867e-01	1.082287666416736904e-01	-5.703397804171232016e-02	9.924886192898938475e-01
7.004669779853235356e-01	1.066405151124213829e-01	-6.032053710020295056e-02	9.924662378844433253e-01
7.104736490993995845e-01	1.049526332545047680e-01	-6.356310020376233771e-02	9.924437903808115413e-01
7.204803202134756335e-01	1.031663325998531527e-01	-6.675865183410728543e-02	9.924212765873113851e-01
7.304869913275516824e-01	1.012829158224076154e-01	-6.990420961076297679e-02	9.923986963117222837e-01
7.404936624416277313e-01	9.930377583882266102e-02	-7.299682704227718200e-02	9.923760493612856504e-01
7.505003335557037802e-01	9.723039482621402552e-02	-7.603359625325580018e-02	9.923533355427065494e-01
7.605070046697798292e-01	9.506434315759455800e-02	-7.901165068472050523e-02	9.923305546621503659e-01
7.705136757838558781e-01	9.280727825571656597e-02	-8.192816776530691125e-02	9.923077065252419171e-01
7.805203468979319270e-01	9.046094336611339159e-02	-8.478037155084039433e-02	9.922847909370646757e-01
7.905270180120079759e-01	8.802716625020690078e-02	-8.756553532984813482e-02	9.922618077021587712e-01
8.005336891260840249e-01	8.550785779942192411e-02	-9.028098419258950846e-02	9.922387566245189916e-01
8.105403602401600738e-01	8.290501057132129703e-02	-9.292409756121310094e-02	9.922156375075951162e-01
8.205470313542361227e-01	8.022069724884742237e-02	-9.549231167867593129e-02	9.921924501542891406e-01
8.305537024683121716e-01	7.745706902382828996e-02	-9.798312205409157039e-02	9.921691943669543878e-01
8.405603735823882205e-01	7.461635390597629036e-02	-1.003940858622053567e-01	9.921458699473936216e-01
8.505670446964642695e-01	7.170085495867811742e-02	-1.027228242947302445e-01	9.921224766968586017e-01
8.605737158105403184e-01	6.871294846294304093e-02	-1.049670248613127771e-01	9.920990144160479751e-01
8.705803869246163673e-01	6.565508201094426288e-02	-1.071244436379377440e-01	9.920754829051057211e-01
8.805870580386924162e-01	6.252977253065557239e-02	-1.091929074606208944e-01	9.920518819636202634e-01
8.905937291527684652e-01	5.933960424315028181e-02	-1.111703160622817682e-01	9.920282113906230270e-01
9.006004002668445141e-01	5.608722655419446507e-02	-1.130546441507335326e-01	9.920044709845865505e-01
9.106070713809205630e-01	5.277535188182924664e-02	-1.148439434257736008e-01	9.919806605434234870e-01
