t	Mz
1.072428971588635527e+01	9.982808055196677799e+00
1.073429371748699523e+01	9.982858422043072721e+00
1.074429771908763520e+01	9.982908644304689716e+00
1.075430172068827517e+01	9.982958722379263961e+00
1.076430572228891513e+01	9.983008656663534097e+00
1.077430972388955688e+01	9.983058447553251114e+00
1.078431372549019684e+01	9.983108095443171237e+00
1.079431772709083681e+01	9.983157600727070147e+00
1.080432172869147678e+01	9.983206963797730538e+00
1.081432573029211675e+01	9.983256185046952780e+00
1.082432973189275671e+01	9.983305264865558470e+00
1.083433373349339846e+01	9.983354203643385105e+00
1.084433773509403842e+01	9.983403001769294960e+00
1.085434173669467839e+01	9.983451659631171538e+00
1.086434573829531836e+01	9.983500177615923121e+00
1.087434973989595832e+01	9.983548556109489880e+00
1.088435374149659829e+01	9.983596795496833209e+00
1.089435774309724003e+01	9.983644896161955273e+00
1.090436174469788000e+01	9.983692858487883015e+00
1.091436574629851997e+01	9.983740682856680593e+00
1.092436974789915993e+01	9.983788369649454708e+00
1.093437374949979990e+01	9.983835919246340396e+00
1.094437775110043987e+01	9.983883332026522339e+00
1.095438175270108161e+01	9.983930608368222437e+00
1.096438575430172158e+01	9.983977748648706907e+00
1.097438975590236154e+01	9.984024753244291617e+00
1.098439375750300151e+01	9.984071622530338530e+00
1.099439775910364148e+01	9.984118356881259260e+00
1.100440176070428144e+01	9.984164956670518620e+00
1.101440576230492319e+01	9.984211422270631076e+00
1.102440976390556315e+01	9.984257754053173173e+00
1.103441376550620312e+01	9.984303952388772885e+00
1.104441776710684309e+01	9.984350017647123821e+00
1.105442176870748305e+01	9.984395950196972791e+00
1.106442577030812302e+01	9.984441750406137572e+00
1.107442977190876476e+01	9.984487418641496248e+00
1.108443377350940473e+01	9.984532955268996091e+00
1.109443777511004470e+01	9.984578360653653561e+00
1.110444177671068466e+01	9.984623635159550759e+00
1.111444577831132463e+01	9.984668779149849627e+00
1.112444977991196460e+01	9.984713792986781300e+00
1.113445378151260634e+01	9.984758677031654983e+00
1.114445778311324631e+01	9.984803431644859728e+00
1.115446178471388627e+01	9.984848057185860881e+00
1.116446578631452624e+01	9.984892554013208965e+00
1.117446978791516621e+01	9.984936922484536126e+00
1.118447378951580617e+01	9.984981162956563239e+00
1.119447779111644614e+01	9.985025275785094578e+00
1.120448179271708788e+01	9.985069261325028478e+00
1.121448579431772785e+01	9.985113119930350223e+00
1.122448979591836782e+01	9.985156851954139157e+00
1.123449379751900779e+01	9.985200457748572234e+00
1.124449779911964775e+01	9.985243937664922242e+00
1.125450180072028772e+01	9.985287292053557806e+00
1.126450580232092946e+01	9.985330521263952264e+00
1.127450980392156943e+01	9.985373625644678341e+00
1.128451380552220940e+01	9.985416605543417035e+00
1.129451780712284936e+01	9.985459461306948725e+00
1.130452180872348933e+01	9.985502193281170946e+00
1.131452581032412930e+01	9.985544801811080617e+00
1.132452981192477104e+01	9.985587287240797139e+00
1.133453381352541101e+01	9.985629649913548178e+00
1.134453781512605097e+01	9.985671890171673226e+00
1.135454181672669094e+01	9.985714008356637805e+00
1.136454581832733091e+01	9.985756004809017483e+00
1.137454981992797087e+01	9.985797879868515636e+00
1.138455382152861262e+01	9.985839633873956345e+00
1.139455782312925258e+01	9.985881267163287944e+00
1.140456182472989255e+01	9.985922780073586580e+00
1.141456582633053252e+01	9.985964172941052652e+00
1.142456982793117248e+01	9.986005446101025029e+00
1.143457382953181245e+01	9.986046599887966835e+00
1.144457783113245419e+01	9.986087634635477883e+00
1.145458183273309416e+01	9.986128550676296456e+00
1.146458583433373413e+01	9.986169348342293972e+00
1.147458983593437409e+01	9.986210027964482094e+00
1.148459383753501406e+01	9.986250589873019834e+00
1.149459783913565403e+01	9.986291034397199340e+00
1.150460184073629577e+01	9.986331361865467215e+00
1.151460584233693574e+01	9.986371572605408531e+00
1.152460984393757570e+01	9.986411666943764587e+00
1.153461384553821567e+01	9.986451645206424033e+00
1.154461784713885564e+01	9.986491507718424643e+00
1.155462184873949560e+01	9.986531254803963975e+00
1.156462585034013735e+01	9.986570886786388712e+00
1.157462985194077731e+01	9.986610403988212425e+00
1.158463385354141728e+01	9.986649806731101364e+00
1.159463785514205725e+01	9.986689095335881561e+00
1.160464185674269721e+01	9.986728270122549489e+00
1.161464585834333718e+01	9.986767331410263182e+00
1.162464985994397892e+01	9.986806279517344009e+00
1.163465386154461889e+01	9.986845114761287334e+00
1.164465786314525886e+01	9.986883837458755409e+00
1.165466186474589882e+01	9.986922447925586255e+00
1.166466586634653879e+01	9.986960946476788337e+00
1.167466986794717876e+01	9.986999333426545888e+00
1.168467386954781873e+01	9.987037609088226020e+00
1.169467787114846047e+01	9.987075773774369836e+00
1.170468187274910044e+01	9.987113827796701315e+00
1.171468587434974040e+01	9.987151771466129091e+00
1.172468987595038037e+01	9.987189605092744671e+00
1.173469387755102034e+01	9.987227328985825991e+00
1.174469787915166030e+01	9.987264943453840971e+00
1.175470188075230205e+01	9.987302448804449284e+00
1.176470588235294201e+01	9.987339845344498812e+00
1.177470988395358198e+01	9.987377133380032745e+00
1.178471388555422195e+01	9.987414313216291362e+00
1.179471788715486191e+01	9.987451385157708472e+00
1.180472188875550188e+01	9.987488349507923857e+00
1.181472589035614362e+01	9.987525206569770830e+00
1.182472989195678359e+01	9.987561956645290451e+00
1.183473389355742356e+01	9.987598600035727969e+00
1.184473789515806352e+01	9.987635137041529276e+00
1.185474189675870349e+01	9.987671567962355113e+00
1.186474589835934346e+01	9.987707893097073963e+00
1.187474989995998520e+01	9.987744112743765612e+00
1.188475390156062517e+01	9.987780227199721139e+00
1.189475790316126513e+01	9.987816236761450028e+00
1.190476190476190510e+01	9.987852141724674837e+00
1.191476590636254507e+01	9.987887942384341855e+00
1.192476990796318503e+01	9.987923639034612222e+00
1.193477390956382678e+01	9.987959231968876139e+00
1.194477791116446674e+01	9.987994721479738658e+00
1.195478191276510671e+01	9.988030107859039219e+00
1.196478591436574668e+01	9.988065391397837445e+00
1.197478991596638664e+01	9.988100572386427345e+00
1.198479391756702661e+01	9.988135651114331992e+00
1.199479791916766835e+01	9.988170627870305296e+00
1.200480192076830832e+01	9.988205502942339109e+00
1.201480592236894829e+01	9.988240276617656122e+00
1.202480992396958825e+01	9.988274949182724072e+00
1.203481392557022822e+01	9.988309520923245088e+00
1.204481792717086819e+01	9.988343992124161019e+00
1.205482192877150993e+01	9.988378363069664090e+00
1.206482593037214990e+01	9.988412634043182692e+00
1.207482993197278986e+01	9.988446805327397371e+00
1.208483393357342983e+01	9.988480877204235497e+00
1.209483793517406980e+01	9.988514849954873043e+00
1.210484193677470977e+01	9.988548723859739908e+00
1.211484593837534973e+01	9.988582499198516373e+00
1.212484993997599148e+01	9.988616176250140199e+00
1.213485394157663144e+01	9.988649755292804855e+00
1.214485794317727141e+01	9.988683236603963067e+00
1.215486194477791138e+01	9.988716620460326823e+00
1.216486594637855134e+01	9.988749907137870920e+00
1.217486994797919131e+01	9.988783096911831194e+00
1.218487394957983305e+01	9.988816190056713396e+00
1.219487795118047302e+01	9.988849186846287864e+00
1.220488195278111299e+01	9.988882087553589528e+00
1.221488595438175295e+01	9.988914892450930338e+00
1.222488995598239292e+01	9.988947601809892163e+00
1.223489395758303289e+01	9.988980215901328563e+00
1.224489795918367463e+01	9.989012734995370124e+00
1.225490196078431460e+01	9.989045159361424453e+00
1.226490596238495456e+01	9.989077489268177956e+00
1.227490996398559453e+01	9.989109724983595839e+00
1.228491396558623450e+01	9.989141866774929213e+00
1.229491796718687446e+01	9.989173914908711538e+00
1.230492196878751621e+01	9.989205869650756853e+00
1.231492597038815617e+01	9.989237731266175757e+00
1.232492997198879614e+01	9.989269500019357650e+00
1.233493397358943611e+01	9.989301176173990271e+00
1.234493797519007607e+01	9.989332759993049038e+00
1.235494197679071604e+01	9.989364251738805933e+00
1.236494597839135778e+01	9.989395651672824172e+00
1.237494997999199775e+01	9.989426960055970639e+00
1.238495398159263772e+01	9.989458177148403450e+00
1.239495798319327768e+01	9.989489303209589721e+00
1.240496198479391765e+01	9.989520338498291352e+00
1.241496598639455762e+01	9.989551283272575688e+00
1.242496998799519936e+01	9.989582137789815519e+00
1.243497398959583933e+01	9.989612902306694409e+00
1.244497799119647929e+01	9.989643577079199588e+00
1.245498199279711926e+01	9.989674162362632615e+00
1.246498599439775923e+01	9.989704658411602267e+00
1.247498999599839919e+01	9.989735065480033427e+00
1.248499399759904094e+01	9.989765383821168854e+00
1.249499799919968090e+01	9.989795613687562081e+00
1.250500200080032087e+01	9.989825755331089852e+00
1.251500600240096084e+01	9.989855809002946785e+00
1.252501000400160081e+01	9.989885774953650710e+00
1.253501400560224077e+01	9.989915653433040887e+00
1.254501800720288252e+01	9.989945444690281562e+00
1.255502200880352248e+01	9.989975148973867292e+00
1.256502601040416245e+01	9.990004766531614067e+00
1.257503001200480242e+01	9.990034297610673519e+00
1.258503401360544238e+01	9.990063742457522267e+00
1.259503801520608235e+01	9.990093101317977897e+00
1.260504201680672232e+01	9.990122374437188313e+00
1.261504601840736406e+01	9.990151562059633505e+00
1.262505002000800403e+01	9.990180664429137991e+00
1.263505402160864399e+01	9.990209681788861928e+00
1.264505802320928396e+01	9.990238614381306448e+00
1.265506202480992393e+01	9.990267462448315428e+00
1.266506602641056389e+01	9.990296226231079046e+00
1.267507002801120564e+01	9.990324905970130231e+00
1.268507402961184560e+01	9.990353501905346434e+00
1.269507803121248557e+01	9.990382014275962064e+00
1.270508203281312554e+01	9.990410443320554279e+00
1.271508603441376550e+01	9.990438789277055420e+00
1.272509003601440547e+01	9.990467052382751234e+00
1.273509403761504721e+01	9.990495232874280873e+00
1.274509803921568718e+01	9.990523330987640449e+00
1.275510204081632715e+01	9.990551346958186585e+00
1.276510604241696711e+01	9.990579281020632862e+00
1.277511004401760708e+01	9.990607133409055152e+00
1.278511404561824705e+01	9.990634904356891610e+00
1.279511804721888879e+01	9.990662594096946236e+00
1.280512204881952876e+01	9.990690202861387093e+00
1.281512605042016872e+01	9.990717730881749858e+00
1.282513005202080869e+01	9.990745178388941383e+00
1.283513405362144866e+01	9.990772545613232580e+00
1.284513805522208862e+01	9.990799832784277967e+00
1.285514205682273037e+01	9.990827040131094350e+00
1.286514605842337033e+01	9.990854167882076808e+00
1.287515006002401030e+01	9.990881216265002251e+00
1.288515406162465027e+01	9.990908185507018757e+00
1.289515806322529023e+01	9.990935075834656232e+00
1.290516206482593020e+01	9.990961887473829961e+00
1.291516606642657194e+01	9.990988620649831731e+00
1.292517006802721191e+01	9.991015275587340483e+00
1.293517406962785188e+01	9.991041852510422316e+00
1.294517807122849185e+01	9.991068351642526935e+00
1.295518207282913181e+01	9.991094773206494750e+00
1.296518607442977178e+01	9.991121117424556886e+00
1.297519007603041352e+01	9.991147384518335173e+00
1.298519407763105349e+01	9.991173574708847482e+00
1.299519807923169346e+01	9.991199688216500618e+00
1.300520208083233342e+01	9.991225725261102752e+00
1.301520608243297339e+01	9.991251686061858095e+00
1.302521008403361336e+01	9.991277570837368671e+00
1.303521408563425510e+01	9.991303379805639651e+00
1.304521808723489507e+01	9.991329113184077571e+00
1.305522208883553503e+01	9.991354771189492112e+00
1.306522609043617500e+01	9.991380354038096101e+00
1.307523009203681497e+01	9.991405861945512612e+00
1.308523409363745493e+01	9.991431295126773193e+00
1.309523809523809490e+01	9.991456653796312537e+00
1.310524209683873664e+01	9.991481938167982690e+00
1.311524609843937661e+01	9.991507148455045950e+00
1.312525010004001658e+01	9.991532284870178415e+00
1.313525410164065654e+01	9.991557347625473540e+00
1.314525810324129651e+01	9.991582336932436803e+00
1.315526210484193648e+01	9.991607253001998146e+00
1.316526610644257822e+01	9.991632096044499534e+00
1.317527010804321819e+01	9.991656866269714499e+00
1.318527410964385815e+01	9.991681563886826822e+00
1.319527811124449812e+01	9.991706189104455405e+00
1.320528211284513809e+01	9.991730742130638276e+00
1.321528611444577805e+01	9.991755223172843259e+00
1.322529011604641980e+01	9.991779632437964409e+00
1.323529411764705976e+01	9.991803970132325574e+00
1.324529811924769973e+01	9.991828236461683943e+00
1.325530212084833970e+01	9.991852431631226494e+00
1.326530612244897966e+01	9.991876555845578878e+00
1.327531012404961963e+01	9.991900609308796533e+00
1.328531412565026137e+01	9.991924592224375345e+00
1.329531812725090134e+01	9.991948504795248098e+00
1.330532212885154131e+01	9.991972347223789797e+00
1.331532613045218127e+01	9.991996119711810564e+00
1.332533013205282124e+01	9.992019822460569856e+00
1.333533413365346121e+01	9.992043455670769347e+00
1.334533813525410295e+01	9.992067019542552941e+00
1.335534213685474292e+01	9.992090514275512092e+00
1.336534613845538289e+01	9.992113940068691136e+00
1.337535014005602285e+01	9.992137297120576633e+00
1.338535414165666282e+01	9.992160585629111580e+00
1.339535814325730279e+01	9.992183805791690077e+00
1.340536214485794453e+01	9.992206957805155554e+00
1.341536614645858450e+01	9.992230041865814982e+00
1.342537014805922446e+01	9.992253058169424662e+00
1.343537414965986443e+01	9.992276006911200881e+00
1.344537815126050440e+01	9.992298888285818137e+00
1.345538215286114436e+01	9.992321702487414470e+00
1.346538615446178611e+01	9.992344449709586129e+00
1.347539015606242607e+01	9.992367130145396459e+00
1.348539415766306604e+01	9.992389743987370565e+00
1.349539815926370601e+01	9.992412291427498872e+00
1.350540216086434597e+01	9.992434772657240671e+00
1.351540616246498594e+01	9.992457187867527679e+00
1.352541016406562591e+01	9.992479537248753374e+00
1.353541416566626765e+01	9.992501820990788985e+00
1.354541816726690762e+01	9.992524039282979942e+00
1.355542216886754758e+01	9.992546192314136988e+00
1.356542617046818755e+01	9.992568280272553949e+00
1.357543017206882752e+01	9.992590303346000624e+00
1.358543417366946748e+01	9.992612261721722788e+00
1.359543817527010923e+01	9.992634155586447520e+00
1.360544217687074919e+01	9.992655985126379647e+00
1.361544617847138916e+01	9.992677750527210634e+00
1.362545018007202913e+01	9.992699451974111469e+00
1.363545418167266909e+01	9.992721089651737998e+00
1.364545818327330906e+01	9.992742663744238030e+00
1.365546218487395080e+01	9.992764174435237123e+00
1.366546618647459077e+01	9.992785621907856353e+00
1.367547018807523074e+01	9.992807006344706977e+00
1.368547418967587070e+01	9.992828327927886889e+00
1.369547819127651067e+01	9.992849586838991272e+00
1.370548219287715064e+01	9.992870783259107270e+00
1.371548619447779238e+01	9.992891917368815768e+00
1.372549019607843235e+01	9.992912989348196717e+00
1.373549419767907231e+01	9.992933999376827359e+00
1.374549819927971228e+01	9.992954947633784002e+00
1.375550220088035225e+01	9.992975834297640247e+00
1.376550620248099221e+01	9.992996659546477645e+00
1.377551020408163396e+01	9.993017423557875034e+00
1.378551420568227392e+01	9.993038126508919206e+00
1.379551820728291389e+01	9.993058768576199569e+00
1.380552220888355386e+01	9.993079349935813482e+00
1.381552621048419383e+01	9.993099870763368031e+00
1.382553021208483379e+01	9.993120331233978249e+00
1.383553421368547554e+01	9.993140731522267117e+00
1.384553821528611550e+01	9.993161071802376227e+00
1.385554221688675547e+01	9.993181352247953342e+00
1.386554621848739544e+01	9.993201573032164831e+00
1.387555022008803540e+01	9.993221734327690342e+00
1.388555422168867537e+01	9.993241836306729908e+00
1.389555822328931711e+01	9.993261879140996840e+00
1.390556222488995708e+01	9.993281863001728382e+00
1.391556622649059705e+01	9.993301788059678614e+00
1.392557022809123701e+01	9.993321654485129102e+00
1.393557422969187698e+01	9.993341462447876467e+00
1.394557823129251695e+01	9.993361212117248371e+00
1.395558223289315869e+01	9.993380903662096415e+00
1.396558623449379866e+01	9.993400537250796134e+00
1.397559023609443862e+01	9.993420113051257658e+00
1.398559423769507859e+01	9.993439631230913278e+00
1.399559823929571856e+01	9.993459091956731655e+00
1.400560224089635852e+01	9.993478495395207162e+00
1.401560624249699849e+01	9.993497841712372320e+00
1.402561024409764023e+01	9.993517131073792470e+00
1.403561424569828020e+01	9.993536363644567544e+00
1.404561824729892017e+01	9.993555539589335623e+00
1.405562224889956013e+01	9.993574659072269384e+00
1.406562625050020010e+01	9.993593722257084977e+00
1.407563025210084007e+01	9.993612729307034925e+00
1.408563425370148181e+01	9.993631680384917004e+00
1.409563825530212178e+01	9.993650575653068913e+00
1.410564225690276174e+01	9.993669415273371825e+00
1.411564625850340171e+01	9.993688199407253947e+00
1.412565026010404168e+01	9.993706928215686958e+00
1.413565426170468164e+01	9.993725601859196672e+00
1.414565826330532339e+01	9.993744220497848829e+00
1.415566226490596335e+01	9.993762784291263301e+00
1.416566626650660332e+01	9.993781293398610543e+00
1.417567026810724329e+01	9.993799747978613368e+00
1.418567426970788325e+01	9.993818148189550499e+00
1.419567827130852322e+01	9.993836494189247688e+00
1.420568227290916496e+01	9.993854786135095480e+00
1.421568627450980493e+01	9.993873024184033227e+00
1.422569027611044490e+01	9.993891208492565070e+00
1.423569427771108487e+01	9.993909339216749288e+00
1.424569827931172483e+01	9.993927416512208950e+00
1.425570228091236480e+01	9.993945440534123037e+00
1.426570628251300654e+01	9.993963411437238875e+00
1.427571028411364651e+01	9.993981329375865030e+00
1.428571428571428648e+01	9.993999194503874861e+00
1.429571828731492644e+01	9.994017006974706518e+00
1.430572228891556641e+01	9.994034766941368275e+00
1.431572629051620638e+01	9.994052474556436749e+00
1.432573029211684812e+01	9.994070129972053351e+00
1.433573429371748809e+01	9.994087733339938495e+00
1.434573829531812805e+01	9.994105284811375611e+00
1.435574229691876802e+01	9.994122784537228910e+00
1.436574629851940799e+01	9.994140232667929169e+00
1.437575030012004795e+01	9.994157629353487948e+00
1.438575430172068970e+01	9.994174974743490480e+00
1.439575830332132966e+01	9.994192268987102779e+00
1.440576230492196963e+01	9.994209512233064530e+00
1.441576630652260960e+01	9.994226704629697977e+00
1.442577030812324956e+01	9.994243846324906144e+00
1.443577430972388953e+01	9.994260937466174610e+00
1.444577831132452950e+01	9.994277978200567958e+00
1.445578231292517124e+01	9.994294968674742208e+00
1.446578631452581121e+01	9.994311909034930608e+00
1.447579031612645117e+01	9.994328799426957843e+00
1.448579431772709114e+01	9.994345639996234709e+00
1.449579831932773111e+01	9.994362430887759885e+00
1.450580232092837107e+01	9.994379172246123488e+00
1.451580632252901282e+01	9.994395864215505298e+00
1.452581032412965278e+01	9.994412506939674756e+00
1.453581432573029275e+01	9.994429100561999846e+00
1.454581832733093272e+01	9.994445645225434660e+00
1.455582232893157268e+01	9.994462141072537165e+00
1.456582633053221265e+01	9.994478588245453210e+00
1.457583033213285439e+01	9.994494986885932519e+00
1.458583433373349436e+01	9.994511337135318030e+00
1.459583833533413433e+01	9.994527639134556551e+00
1.460584233693477429e+01	9.994543893024189884e+00
1.461584633853541426e+01	9.994560098944369031e+00
1.462585034013605423e+01	9.994576257034839983e+00
1.463585434173669597e+01	9.994592367434956159e+00
1.464585834333733594e+01	9.994608430283676626e+00
1.465586234493797591e+01	9.994624445719562544e+00
1.466586634653861587e+01	9.994640413880784280e+00
1.467587034813925584e+01	9.994656334905119621e+00
1.468587434973989581e+01	9.994672208929957335e+00
1.469587835134053755e+01	9.994688036092291838e+00
1.470588235294117752e+01	9.994703816528733853e+00
1.471588635454181748e+01	9.994719550375501527e+00
1.472589035614245745e+01	9.994735237768427538e+00
1.473589435774309742e+01	9.994750878842959096e+00
1.474589835934373738e+01	9.994766473734159717e+00
1.475590236094437913e+01	9.994782022576707448e+00
1.476590636254501909e+01	9.994797525504898417e+00
1.477591036414565906e+01	9.994812982652646838e+00
1.478591436574629903e+01	9.994828394153485007e+00
1.479591836734693899e+01	9.994843760140566857e+00
1.480592236894757896e+01	9.994859080746667956e+00
1.481592637054822070e+01	9.994874356104185509e+00
1.482593037214886067e+01	9.994889586345140131e+00
1.483593437374950064e+01	9.994904771601177629e+00
1.484593837535014060e+01	9.994919912003567219e+00
1.485594237695078057e+01	9.994935007683206862e+00
1.486594637855142054e+01	9.994950058770621482e+00
1.487595038015206228e+01	9.994965065395962966e+00
1.488595438175270225e+01	9.994980027689013724e+00
1.489595838335334221e+01	9.994994945779186679e+00
1.490596238495398218e+01	9.995009819795523498e+00
1.491596638655462215e+01	9.995024649866705246e+00
1.492597038815526211e+01	9.995039436121039955e+00
1.493597438975590208e+01	9.995054178686469726e+00
1.494597839135654382e+01	9.995068877690577835e+00
1.495598239295718379e+01	9.995083533260576303e+00
1.496598639455782376e+01	9.995098145523321875e+00
1.497599039615846372e+01	9.995112714605305371e+00
1.498599439775910369e+01	9.995127240632657006e+00
1.499599839935974366e+01	9.995141723731149952e+00
1.500600240096038540e+01	9.995156164026195000e+00
1.501600640256102537e+01	9.995170561642847673e+00
1.502601040416166533e+01	9.995184916705806444e+00
1.503601440576230530e+01	9.995199229339412739e+00
1.504601840736294527e+01	9.995213499667656265e+00
1.505602240896358524e+01	9.995227727814166130e+00
1.506602641056422698e+01	9.995241913902226827e+00
1.507603041216486695e+01	9.995256058054767578e+00
1.508603441376550691e+01	9.995270160394362335e+00
1.509603841536614688e+01	9.995284221043240436e+00
1.510604241696678685e+01	9.995298240123279498e+00
1.511604641856742681e+01	9.995312217756012529e+00
1.512605042016806856e+01	9.995326154062617263e+00
1.513605442176870852e+01	9.995340049163935703e+00
1.514605842336934849e+01	9.995353903180458133e+00
1.515606242496998846e+01	9.995367716232328448e+00
1.516606642657062842e+01	9.995381488439353035e+00
1.517607042817126839e+01	9.995395219920991892e+00
1.518607442977191013e+01	9.995408910796363955e+00
1.519607843137255010e+01	9.995422561184248877e+00
1.520608243297319007e+01	9.995436171203087028e+00
1.521608643457383003e+01	9.995449740970975938e+00
1.522609043617447000e+01	9.995463270605677408e+00
1.523609443777510997e+01	9.995476760224619284e+00
1.524609843937575171e+01	9.995490209944890125e+00
1.525610244097639168e+01	9.995503619883244539e+00
1.526610644257703164e+01	9.995516990156099624e+00
1.527611044417767161e+01	9.995530320879545627e+00
1.528611444577831158e+01	9.995543612169335290e+00
1.529611844737895154e+01	9.995556864140890951e+00
1.530612244897959329e+01	9.995570076909304547e+00
1.531612645058023325e+01	9.995583250589341162e+00
1.532613045218087322e+01	9.995596385295430153e+00
1.533613445378151319e+01	9.995609481141681130e+00
1.534613845538215315e+01	9.995622538241873301e+00
1.535614245698279312e+01	9.995635556709455471e+00
1.536614645858343309e+01	9.995648536657560257e+00
1.537615046018407483e+01	9.995661478198988092e+00
1.538615446178471480e+01	9.995674381446217893e+00
1.539615846338535476e+01	9.995687246511408830e+00
1.540616246498599473e+01	9.995700073506398553e+00
1.541616646658663470e+01	9.995712862542697863e+00
1.542617046818727466e+01	9.995725613731504922e+00
1.543617446978791641e+01	9.995738327183694594e+00
1.544617847138855637e+01	9.995751003009825553e+00
1.545618247298919634e+01	9.995763641320138504e+00
1.546618647458983631e+01	9.995776242224556185e+00
1.547619047619047628e+01	9.995788805832690471e+00
1.548619447779111624e+01	9.995801332253833493e+00
1.549619847939175799e+01	9.995813821596964743e+00
1.550620248099239795e+01	9.995826273970754627e+00
1.551620648259303792e+01	9.995838689483555584e+00
1.552621048419367789e+01	9.995851068243414517e+00
1.553621448579431785e+01	9.995863410358065693e+00
1.554621848739495782e+01	9.995875715934928962e+00
1.555622248899559956e+01	9.995887985081125748e+00
1.556622649059623953e+01	9.995900217903461282e+00
1.557623049219687950e+01	9.995912414508435262e+00
1.558623449379751946e+01	9.995924575002245405e+00
1.559623849539815943e+01	9.995936699490778565e+00
1.560624249699879940e+01	9.995948788079623171e+00
1.561624649859944114e+01	9.995960840874058562e+00
1.562625050020008111e+01	9.995972857979065651e+00
1.563625450180072107e+01	9.995984839499318042e+00
1.564625850340136104e+01	9.995996785539196239e+00
1.565626250500200101e+01	9.996008696202773436e+00
1.566626650660264097e+01	9.996020571593826176e+00
1.567627050820328272e+01	9.996032411815832575e+00
1.568627450980392268e+01	9.996044216971972318e+00
1.569627851140456265e+01	9.996055987165128442e+00
1.570628251300520262e+01	9.996067722497887331e+00
1.571628651460584258e+01	9.996079423072542269e+00
1.572629051620648255e+01	9.996091088991088114e+00
1.573629451780712429e+01	9.996102720355231952e+00
1.574629851940776426e+01	9.996114317266378890e+00
1.575630252100840423e+01	9.996125879825653371e+00
1.576630652260904419e+01	9.996137408133879632e+00
1.577631052420968416e+01	9.996148902291594140e+00
1.578631452581032413e+01	9.996160362399045596e+00
1.579631852741096587e+01	9.996171788556193150e+00
1.580632252901160584e+01	9.996183180862704631e+00
1.581632653061224580e+01	9.996194539417963654e+00
1.582633053221288577e+01	9.996205864321069612e+00
1.583633453381352574e+01	9.996217155670830579e+00
1.584633853541416570e+01	9.996228413565775739e+00
1.585634253701480567e+01	9.996239638104144731e+00
1.586634653861544741e+01	9.996250829383898306e+00
1.587635054021608738e+01	9.996261987502711222e+00
1.588635454181672735e+01	9.996273112557979346e+00
1.589635854341736731e+01	9.996284204646816107e+00
1.590636254501800728e+01	9.996295263866054270e+00
1.591636654661864725e+01	9.996306290312249487e+00
1.592637054821928899e+01	9.996317284081676746e+00
1.593637454981992896e+01	9.996328245270335700e+00
1.594637855142056893e+01	9.996339173973947112e+00
1.595638255302120889e+01	9.996350070287951084e+00
1.596638655462184886e+01	9.996360934307521262e+00
1.597639055622248883e+01	9.996371766127552405e+00
1.598639455782313057e+01	9.996382565842662160e+00
1.599639855942377054e+01	9.996393333547196391e+00
1.600640256102440873e+01	9.996404069335234510e+00
1.601640656262505047e+01	9.996414773300577039e+00
1.602641056422569221e+01	9.996425445536756271e+00
1.603641456582633040e+01	9.996436086137034494e+00
1.604641856742697215e+01	9.996446695194403986e+00
1.605642256902761034e+01	9.996457272801587024e+00
1.606642657062825208e+01	9.996467819051041204e+00
1.607643057222889382e+01	9.996478334034955893e+00
1.608643457382953201e+01	9.996488817845250452e+00
1.609643857543017376e+01	9.996499270573584894e+00
1.610644257703081195e+01	9.996509692311349227e+00
1.611644657863145369e+01	9.996520083149670555e+00
1.612645058023209188e+01	9.996530443179413083e+00
1.613645458183273362e+01	9.996540772491176341e+00
1.614645858343337537e+01	9.996551071175302283e+00
1.615646258503401356e+01	9.996561339321868189e+00
1.616646658663465530e+01	9.996571577020688437e+00
1.617647058823529349e+01	9.996581784361325163e+00
1.618647458983593523e+01	9.996591961433072271e+00
1.619647859143657698e+01	9.996602108324973202e+00
1.620648259303721517e+01	9.996612225125808493e+00
1.621648659463785691e+01	9.996622311924104665e+00
1.622649059623849510e+01	9.996632368808128888e+00
1.623649459783913684e+01	9.996642395865897868e+00
1.624649859943977503e+01	9.996652393185167185e+00
1.625650260104041678e+01	9.996662360853445506e+00
1.626650660264105852e+01	9.996672298957980374e+00
1.627651060424169671e+01	9.996682207585774194e+00
1.628651460584233845e+01	9.996692086823571799e+00
1.629651860744297664e+01	9.996701936757869333e+00
1.630652260904361839e+01	9.996711757474910698e+00
1.631652661064425658e+01	9.996721549060694656e+00
1.632653061224489832e+01	9.996731311600964176e+00
1.633653461384554006e+01	9.996741045181217089e+00
1.634653861544617826e+01	9.996750749886704313e+00
1.635654261704682000e+01	9.996760425802431627e+00
1.636654661864745819e+01	9.996770073013150792e+00
1.637655062024809993e+01	9.996779691603375539e+00
1.638655462184874168e+01	9.996789281657370907e+00
1.639655862344937987e+01	9.996798843259158573e+00
1.640656262505002161e+01	9.996808376492516857e+00
1.641656662665065980e+01	9.996817881440982489e+00
1.642657062825130154e+01	9.996827358187845292e+00
1.643657462985193973e+01	9.996836806816158827e+00
1.644657863145258148e+01	9.996846227408735075e+00
1.645658263305322322e+01	9.996855620048140878e+00
1.646658663465386141e+01	9.996864984816708599e+00
1.647659063625450315e+01	9.996874321796530793e+00
1.648659463785514134e+01	9.996883631069461984e+00
1.649659863945578309e+01	9.996892912717115109e+00
1.650660264105642483e+01	9.996902166820873958e+00
1.651660664265706302e+01	9.996911393461878959e+00
1.652661064425770476e+01	9.996920592721036058e+00
1.653661464585834295e+01	9.996929764679023833e+00
1.654661864745898470e+01	9.996938909416275720e+00
